,Portfolio Returns,Portfolio Standard Deviation,Sharpe Ratio,Balanced Weights
92,0.1506552130964492,0.15147990421546664,0.9945557721118942,"[0.04123088 0.06384633 0.10662829 0.1351158  0.08069248 0.06696745
 0.16548911 0.17785986 0.16216981]"
93,0.014378286262654296,0.17896996328497972,0.08033910271166163,"[0.16771023 0.11196868 0.01985891 0.05767034 0.1783743  0.12696108
 0.14477186 0.16534027 0.02734433]"
94,0.1257701566902804,0.14532350019901938,0.8654495420082724,"[0.0495796  0.16192722 0.01902317 0.16633021 0.16598698 0.14022018
 0.15287349 0.08618311 0.05787604]"
95,0.15767183770543752,0.14752193695874088,1.0688026537336976,"[0.06738442 0.00526046 0.18482857 0.0517779  0.09873688 0.15753784
 0.20115166 0.09095318 0.1423691 ]"
96,0.03914451968032504,0.1828342571328045,0.21409838776489143,"[0.16749883 0.05854757 0.11335848 0.02132857 0.10084672 0.06134418
 0.15541523 0.15488757 0.16677286]"
97,0.12420389318973243,0.14942011060750973,0.8312394675974095,"[0.08164928 0.0732581  0.11547864 0.05340335 0.09899785 0.12427887
 0.20728799 0.17415293 0.071493  ]"
98,0.08521525352014708,0.21466512082795491,0.3969683253221353,"[0.18308752 0.11736928 0.15240157 0.05212605 0.00265941 0.16698128
 0.11855101 0.12407284 0.08275105]"
99,0.10095025279744951,0.17356971381128572,0.5816121406249942,"[0.10621293 0.04105108 0.1472238  0.04254196 0.1580777  0.10986235
 0.0613565  0.26661647 0.06705721]"
100,0.08654441922236292,0.16954821844131196,0.5104413364999156,"[0.12524297 0.09173001 0.1027681  0.09852829 0.1340064  0.15247089
 0.07520989 0.0709951  0.14904834]"
101,0.20563112797793476,0.1979051931008097,1.0390385656691161,"[0.0668669  0.01092816 0.21944857 0.22040024 0.02115999 0.09852653
 0.17728146 0.06623729 0.11915086]"
102,0.10046274198549976,0.22671598092724343,0.4431215725270808,"[0.12128864 0.13033799 0.03274608 0.37088572 0.15032211 0.07810306
 0.03242848 0.02440847 0.05947945]"
103,0.12919092939504126,0.17548661122136833,0.7361868150275739,"[0.11497399 0.02081513 0.15720088 0.08897895 0.00801021 0.1928712
 0.12619673 0.13476483 0.15618808]"
104,0.10360450033017582,0.16283544534034267,0.6362527526708442,"[0.09014273 0.06442002 0.05712686 0.17595016 0.16514721 0.12484955
 0.16349783 0.12995741 0.02890823]"
105,0.20801977501247879,0.1549030290228336,1.3429032106390604,"[0.02741293 0.17332655 0.18257267 0.0771609  0.11304303 0.11494185
 0.2148582  0.00173298 0.09495089]"
106,0.0672973809983096,0.21251950914184478,0.31666448539269115,"[0.17189559 0.270903   0.04525695 0.13297385 0.06528841 0.12214229
 0.13709604 0.00620373 0.04824013]"
107,0.1442477428037839,0.14694096787855757,0.981671380598231,"[0.06636701 0.04045821 0.149729   0.06845932 0.08986626 0.13228481
 0.15889772 0.12498665 0.16895103]"
108,0.12217952697549772,0.1532192316190176,0.7974163927365159,"[0.06508888 0.00711144 0.11968552 0.09485966 0.17166603 0.11021173
 0.11238765 0.23713871 0.08185038]"
109,0.08344026737808541,0.15199834147048621,0.548955117344403,"[0.08954428 0.19043575 0.04255081 0.02377519 0.19068223 0.1387941
 0.08730364 0.21363013 0.02328387]"
110,0.057853586790653784,0.2363624457267967,0.24476640784773726,"[0.19379957 0.15492041 0.11052795 0.1462386  0.12974897 0.10086515
 0.04290933 0.11843469 0.00255532]"
111,0.03955960673279178,0.1870616890094763,0.21147893479561036,"[0.17670577 0.04748054 0.09919876 0.06316229 0.13474596 0.20050369
 0.04330551 0.07355497 0.1613425 ]"
